,main_post,reply_post,fold,label
72,"من ١٩٩٦ يقولون الاقصى في خطر؟؟
ما في عقول؟؟؟ <link>",<USER> والى زوالكم الاقصى  يبقى في خطر 😊,3,Negative
73,"اليوم هو #اليوم_العالمي_للفلافل والتي تعد وجبة مفضلة عند أكثرية الإسرائيليين وكيف لا؟ وهي وجبة #إسرائيلية بامتياز لدرجة أن بعض رتب #الجيش يطلق عليها #فلافل...
وجبتي المفضلة هي الفلافل الإسرائيلية وهنا في هذه الصورة كان على كتفي #فلافل واحدة أما اليوم فيوجد اثنتين..صحة وهنا <link>",<USER> بالصحه والعافيه وصحتين ع قلبك,4,Positive
74,"نفس القصة من عشرين سنة!

 <link>",<USER> هالخطابات بطلت اطعمي خبز ، اذا المقاومة بدا تخليك تتحالف مع فاسدين و تمضي عبواخر و فيول مغشوش و تغطي المهربين و المحتكرين والمافيات بالضاحية و غيرها و تخلي نص الشباب تهاجر والنص الباقي ناطر ،ببلد معدومة في الكرامة و الصرامي ..فهمني شو بدي بالمقاومة .بدي حليب لابني,3,Neutral
75,لا قيمة للبطاقة التمويلية اذا كانت بدون التنسيق مع البنك الدولي وبغياب الحكومة تعتمد سياسة الاصلاح.ان ما يناقشه النواب هو بطاقة انتخابية دون معرفة مصادر التمويل .اعادة النظر بلائحة المواد المدعومة التي تشمل السيجار مثلا ورفع الدعم عن البنزين وحصره بسيارات الاجرة <link>,<USER> عذراً حضرة القائد.. رفع الدعم عن البنزين مطلب غير شعبي وغير مقبول وغير عادل..,4,Neutral
76,دلعتوهم كتير يا خليجيين,<USER> اذا ناقصك دلع بندلعك,0,Neutral
77,كل الشكر والتقدير للحكومة العراقية ورئيسها مصطفى الكاظمي الذي وعد ووفى. إذ تمت الموافقة رسمياً على تزويد لبنان بمليون طن من الفيول مع تسهيلات بالدفع . شكراً للعراق لأن هذا يعني إبتعاد شبح العتمة الكاملة.,<USER> شكرا لدوله الرئيس نبيه بري على هذا الانجاز الوطني العظيم الذي استمر شهرين بالتفاوض مع اللواء عباس ابراهيم،،،وشكرا لدوله العراق الشقيقه على هده اللفته المشكوره،،،والي عم بحاول يسوق الموضوع لمصلحتو يخيط بغير مسله،،،,4,Neutral
78,السفارة الإسرائيلية السرية في قطر تقع في كورنيش الدوحة قرب الشيراتون وبيت السفير في منطقة بوهامور قريبًا سوف تصبح علنية قطر حليفتنا الوثقى وتخدم كل مصالحنا في الخليج ومشاريعنا الصهيونية في كل المنطقة.,<USER> كوهين اصبح كجدتي كل مرة تقول لي ابن من انت من ابنائي يا هذا. <link>,0,Negative
79,"أحياناً لا نقدّر قيمة اللحظة الا عندما تصبح ذكرى …
#لبنان_الحلو🇱🇧❤️ <link>",<USER> صباح الورد ......ذكرى الزمن الجميل,0,Positive
80,عاجل: مصدر مقرب من حزب الله ومن إيران عبر عن غضبه واستيائه من كشف التنسيق والتعاون بين حزب الله والفصائل الفلسطينية خلال العدوان الحمساوي الاخير على اسرائيل..,"<USER> #ما_خفي_اعظم #التيك_توك_الي_وين #مصر #مقاطعه_المنتجات_الفرنسيه223 
#جمال_الرجل_في #كلمة_لاول_حبيب ... <link>",2,Neutral
81,"منطق ثورة ماب المقلعط: 
بيشتغلوا بروباغندا عنصرية وفئوية بعقلية مقيتة، وبسَوقوا لخراب بيوت الناس، ولما بيطلعوا غلطانين، قال شو، بيمحوا البوست بلا ولا حتى إعتذار. يا حبيبي الضرر عملتوا وجيّتكن انفضحت. 
نفسية وسخة لناس وسخين منصّبين حالن مرجعية. تفه على هيك ناس! 
#فكروا_فيا <link>",<USER> لا ولاعتذار من صاحب المقع ومش من جبران يللي الظاهر راح يكفو بكذبون والافترا عليه!! ما مرق عأي مجتمع وساخة اخلاقية هلقد ومرقت الا عننا! 🤷‍♀️🤷‍♀️,3,Neutral
82,نطرة عالبنزين…على امل تخلص الأزمة بأقرب وقت وانا باقي بلبنان ولو شو ما صار 🇱🇧 <link>,"<USER> صباحو جو. الله يقويك ويعطيك العافية.
نحنا ما مننطر عالمحطة. زوجي بوزّع مازوت بياخد معه غالون بعبيه دغري هو وعم يفضي لهم",1,Positive
84,الرئيس عون: التدقيق الجنائي هو الخطوة الأولى المطلوبة في المبادرات الإنقاذية وبرامج المساعدات من الدول والهيئات الدولية المعنية,<USER> روح يا عمي نام وخليك نايم أوعى تفيق إلَك ٥ سنين  بالحكم شو عملت ؟؟ هلق فِقِت  وإجِتَم الأريحة تعمل تدقيق جنائي ؟؟؟ ما بقى تحرز ما بقى في وقت العالم ماتت وقف تمثيل على الناس انت والزمك صهرك وخليك نايم,2,Negative
85,٢/٢ لا يجوز التقاعس وترك البلد تحت رحمة مستشار عليه شبهات جرّاء تصرّفاته. فهمنا وسكتنا عن عدم تحمّل المسؤولية، ولكن تعمّد قطع البلد من مواد اساسية وحيوية مثل الدواء والمحروقات والكهرباء والترابة، جريمة لا يمكن السكوت عنها.GB,<USER> والله العظيم انا مش فاهم كيف الك عين تحكي عن الكهربا 🤣🤣🤣,0,Negative
86,ناشط مصري يعلن حبه لإسرائيل <link>,<USER> انتم من قتلتم وإضطهدتم اليهود في أوروبا يا صليبي,4,Negative
87,"#العطاء #خدمة_الإنسان #مساعدة الغير صفات لطالما تحلى بها #جيش_الإنسان جيش الدفاع.  #اليوم_العالمي_للتبرع_بالدم محطة سنوية يقدم بها جيشنا صدقة بتبرع جنوده وقادته بالدم الهادف إلى انقاذ الأرواح، هذه هي قيمنا! هذه هي ثقافتنا
#إسرائيلي_وافتخر <link>",<USER> نهايتكم اقتربت مادام وانتم بنيتم دولتكم على ظلم واحتلال وقهر,2,Negative
88,"في مثل هذا اليوم قبل 22 سنة، سقط أربعة قضاة على قوس العدالة في جريمة نكراء زرعت الدماء على طريق الحق.
في هذه الذكرى أحيّي أرواح شهداء العدالة، وأدعو القضاة إلى التمسك بحصانتهم الحقيقية وهي النزاهة والتجرد وعدم التبعية واستقامة الممارسة فتستقيم المحاسبة في لبنان، ويتحقق النهوض.",<USER> الله يحميك فخامة الرئيس ويحمي كل قاضي عندو ضمير,4,Positive
89,عاجل: اكتشاف اكثر من ١٠٠ جثة تابعة لعناصر حماس داخل انفاق غزة قتلوا خلال العدوان الحمساوي الاخير ضد اسرائيل.,"<USER> تحية لهذا الرجل الفذ يا أبن اليهودية 🤣🤣🤣🤣
👇👇👇👇👇👇👇👇👇👇👇👇👇👇 <link>",4,Negative
90,"#حماس_الإرهابية تقيم مخيماتها الصيفية لتدرّب أطفال #غزة على إرهابها من جيل صغير لتغذيهم إرهابًا وتسقيهم حقدًا وضغينة. صور حزينة تظهر أطفال غزة وكأن همهم الوحيد هو الانزلاق نحو منزلقات حماس الفاسدة بدلًا من خلق مستقبل واعد بإنجازات علمية وتكنولوجية وأدبية وغيرها
#مخيماتكم_إرهابية <link>",<USER> وماذا يصنع هذا الطفل حين يكبر <link>,3,Neutral
91,"مبعوث أميركي ضد داعش؟

متل مبعوث أميركي ضد الصهاينة يعني أو كيف؟ <link>","<USER> التحالف ضد ""انهاء داعش""😏😏",2,Neutral
92,"طيب كلّو عم ينتقد ريمون غجر
وصح تعبيرو غلط
بس سؤال
غجر هوي ""سبب"" شحّ الدولار؟ او هوي عم بعاني ""نتيجة"" شحّ الدولار؟
هوي المسؤول عن مالية الدولة ٣٠سنة؟
هوي للي قرر يدعم البنزين؟
هوي للي ما عمل خطة مواصلات من ٣٠ سنة؟
يعني للي سرقونا وسرقوا إدارات الدولة من ٣٠سنة بريئين
وغجر المشكلة؟",<USER> سبب شح الدولار اسياده من حكام العهر والذل والعار .عدالة السماء آتية لا ريب,3,Neutral
